Adaptive_vis,Adaptive_BER_mean,Adaptive_BER_std,Adaptive_thr_mean,Adaptive_thr_std,M8_K1_BER_mean,M8_K1_BER_std,M8_K1_thr_mean,M8_K1_thr_std,M8_K2_BER_mean,M8_K2_BER_std,M8_K2_thr_mean,M8_K2_thr_std,M16_K1_BER_mean,M16_K1_BER_std,M16_K1_thr_mean,M16_K1_thr_std,M16_K2_BER_mean,M16_K2_BER_std,M16_K2_thr_mean,M16_K2_thr_std
20,0.171116336336336,0.00206352591786739,6.42737398198198,0.0156250023426156,0.133065322612904,0.00194050139965787,2.60080403216129,0.00582150419897361,0.14845,0.00267397747850567,3.4062,0.0106959099140227,0.145798,0.00318844371650705,3.416808,0.0127537748660283,0.162672506900276,0.00165769647703971,5.02396495859834,0.00994617886223806
