Adaptive_vis,Adaptive_BER_mean,Adaptive_BER_std,Adaptive_thr_mean,Adaptive_thr_std,M8_K1_BER_mean,M8_K1_BER_std,M8_K1_thr_mean,M8_K1_thr_std,M8_K2_BER_mean,M8_K2_BER_std,M8_K2_thr_mean,M8_K2_thr_std,M16_K1_BER_mean,M16_K1_BER_std,M16_K1_thr_mean,M16_K1_thr_std,M16_K2_BER_mean,M16_K2_BER_std,M16_K2_thr_mean,M16_K2_thr_std
10,0.176276568568569,0.00230046952223839,6.38718858858859,0.0173993128768546,0.135201408056322,0.00233407041687888,2.59439577583103,0.00700221125063658,0.151402,0.001929201331582,3.394392,0.00771680532632795,0.14938,0.00296282147810345,3.40248,0.0118512859124138,0.166220648825953,0.00278433757759565,5.00267610704428,0.0167060254655738
