Adaptive_vis,Adaptive_BER_mean,Adaptive_BER_std,Adaptive_thr_mean,Adaptive_thr_std,M8_K1_BER_mean,M8_K1_BER_std,M8_K1_thr_mean,M8_K1_thr_std,M8_K2_BER_mean,M8_K2_BER_std,M8_K2_thr_mean,M8_K2_thr_std,M16_K1_BER_mean,M16_K1_BER_std,M16_K1_thr_mean,M16_K1_thr_std,M16_K2_BER_mean,M16_K2_BER_std,M16_K2_thr_mean,M16_K2_thr_std
0.5,0.29192376976977,0.00357570734864631,4.18876538138138,0.0204987010216396,0.215922636905476,0.00199750157145158,2.35223208928357,0.00599250471435474,0.258784,0.00285538555481859,2.964864,0.0114215422192744,0.250208,0.00176698613463717,2.999168,0.00706794453854861,0.295861834473379,0.00257514993113602,4.22482899315973,0.0154508995868163
