Adaptive_vis,Adaptive_BER_mean,Adaptive_BER_std,Adaptive_thr_mean,Adaptive_thr_std,M8_K1_BER_mean,M8_K1_BER_std,M8_K1_thr_mean,M8_K1_thr_std,M8_K2_BER_mean,M8_K2_BER_std,M8_K2_thr_mean,M8_K2_thr_std,M16_K1_BER_mean,M16_K1_BER_std,M16_K1_thr_mean,M16_K1_thr_std,M16_K2_BER_mean,M16_K2_BER_std,M16_K2_thr_mean,M16_K2_thr_std
1,0.123013811811812,0.00223528318959615,6.79828912912913,0.0177959540993288,0.0666226649065963,0.00191769096614958,2.80013200528021,0.00575307289844877,0.086234,0.00251896010289961,3.655064,0.0100758404115984,0.084008,0.00246661621570028,3.663968,0.00986646486280118,0.105472218888756,0.00231823758165456,5.36716668666747,0.0139094254899275
