Adaptive_vis,Adaptive_BER_mean,Adaptive_BER_std,Adaptive_thr_mean,Adaptive_thr_std,M8_K1_BER_mean,M8_K1_BER_std,M8_K1_thr_mean,M8_K1_thr_std,M8_K2_BER_mean,M8_K2_BER_std,M8_K2_thr_mean,M8_K2_thr_std,M16_K1_BER_mean,M16_K1_BER_std,M16_K1_thr_mean,M16_K1_thr_std,M16_K2_BER_mean,M16_K2_BER_std,M16_K2_thr_mean,M16_K2_thr_std
2,0.196979503503503,0.00203087681280257,6.22616297897898,0.0160815207416083,0.14950598023921,0.00221257830222973,2.55148205928237,0.00663773490668917,0.167548,0.00185920413080436,3.329808,0.00743681652321742,0.162392,0.00226698429147134,3.350432,0.00906793716588538,0.185989439577583,0.00195054121449962,4.8840633625345,0.0117032472869977
