Adaptive_vis,Adaptive_BER_mean,Adaptive_BER_std,Adaptive_thr_mean,Adaptive_thr_std,M8_K1_BER_mean,M8_K1_BER_std,M8_K1_thr_mean,M8_K1_thr_std,M8_K2_BER_mean,M8_K2_BER_std,M8_K2_thr_mean,M8_K2_thr_std,M16_K1_BER_mean,M16_K1_BER_std,M16_K1_thr_mean,M16_K1_thr_std,M16_K2_BER_mean,M16_K2_BER_std,M16_K2_thr_mean,M16_K2_thr_std
5,0.1691342002002,0.00307107419314055,6.4422707987988,0.024642167183526,0.124686987479499,0.00162307858092106,2.6259390375615,0.00486923574276315,0.14253,0.00141908421173657,3.42988,0.00567633684694623,0.14183,0.00198555337934346,3.43268,0.00794221351737373,0.155954238169527,0.00216130421588941,5.06427457098284,0.0129678252953365
